#;PSRJ;;RAJ;;;DECJ;;;PMRA;;;PMDEC;;;POSEPOCH;;BINARY;;BINCOMP;;
;;;(hms);;;(dms);;;(mas/yr);;;(mas/yr);;;(MJD);;(type);;;;
1995;J1817-3618;mlt+78;18:17:05.857;9.0e-03;jbv+19;-36:18:04.6;3.0e-01;jbv+19;19;5.0e+00;jbv+19;-16;1.7e+01;jbv+19;57600;jbv+19;*;*;*;*;
1996;J1817-3837;lml+98;18:17:00.270;4.0e-03;dsb+98;-38:37:59.7;2.0e-01;dsb+98;*;0;*;*;0;*;49526.46;*;*;*;*;*;
1997;J1818-0151;bbb+12;18:18:25.77;3.0e-02;bsb+19;-01:51:54.0;1.1e+00;bsb+19;*;0;*;*;0;*;57015.00;*;*;*;*;*;
1998;J1818-1116;hfs+04;18:18:26.45;6.0e-02;hfs+04;-11:16:29;7.0e+00;hfs+04;*;0;*;*;0;*;52158.00;*;*;*;*;*;
1999;J1818-1422;cl86;18:18:23.7660;1.7e-03;ywml10;-14:22:36.71;1.6e-01;ywml10;*;0;*;*;0;*;54000;ywml10;*;*;*;*;
2000;J1818-1448;eklk13;18:18:27.91;6.0e-02;eklk13;-14:48:38;7.0e+00;eklk13;*;0;*;*;0;*;54863.10;*;*;*;*;*;
2001;J1818-1519;mhl+02;18:18:14.6;3.0e-01;mhl+02;-15:19:43;3.6e+01;mhl+02;*;0;*;*;0;*;51415.00;*;*;*;*;*;
2002;J1818-1541;mhl+02;18:18:37.52;3.0e-02;mhl+02;-15:41:45;5.0e+00;mhl+02;*;0;*;*;0;*;51491.00;*;*;*;*;*;
2003;J1818-1556;kel+09;18:18:51.95;2.0e-02;kel+09;-15:56:04;2.0e+00;kel+09;*;0;*;*;0;*;54263.40;*;*;*;*;*;
2004;J1818-1607;esy+20;18:18:00.19340;7.0e-05;ddls20;-16:07:53.0049;1.0e-03;ddls20;*;0;*;*;0;*;59080.2;ddls20;*;*;*;*;
2005;J1819-0925;hfs+04;18:19:50.542;1.9e-02;hfs+04;-09:25:49.9;1.3e+00;hfs+04;*;0;*;*;0;*;52105.00;*;*;*;*;*;
2006;J1819-1008;hfs+04;18:19:39.986;1.7e-02;hfs+04;-10:08:28;4.0e+00;hfs+04;*;0;*;*;0;*;52182.00;*;*;*;*;*;
2007;J1819-1114;eklk13;18:19:28.78;1.0e-02;eklk13;-11:14:43;1.0e+00;eklk13;*;0;*;*;0;*;54849.90;*;*;*;*;*;
2008;J1819-1131;hfs+04;18:19:58.15;1.0e-01;hfs+04;-11:31:29;9.0e+00;hfs+04;*;0;*;*;0;*;51874.00;*;*;*;*;*;
2009;J1819+1305;ebvb01;18:19:56.226;3.0e-03;naf03;+13:05:15.25;1.1e-01;naf03;*;0;*;*;0;*;51650.00;*;*;*;*;*;
2010;J1819-1318;lfl+06;18:19:43.66;5.0e-02;lfl+06;-13:18:42;5.0e+00;lfl+06;*;0;*;*;0;*;52856.00;*;*;*;*;*;
2011;J1819-1408;mhl+02;18:19:56.8;5.0e-01;mhl+02;-14:08:01.6;5.0e+01;mhl+02;*;0;*;*;0;*;51612.00;*;*;*;*;*;
2012;J1819-1458;mll+06;18:19:34.173;1.7e-02;rmg+09;-14:58:03.57;2.8e-01;rmg+09;*;0;*;*;0;*;55996.24;*;*;*;*;*;
2013;J1819-1510;mhl+02;18:19:53.691;8.0e-03;mhl+02;-15:10:20.6;1.2e+00;mhl+02;*;0;*;*;0;*;51492.00;*;*;*;*;*;
2014;J1819-17;ncb+15;18:19:30;3.0e+01;ncb+15;-17:05;7.0e+00;ncb+15;*;0;*;*;0;*;56657.00;*;*;*;*;*;
2015;J1819-1717;ekl09;18:19:43.40;5.0e-02;eklk13;-17:17:16;5.0e+00;eklk13;*;0;*;*;0;*;54756.20;*;*;*;*;*;
2016;J1819-37;mss+20;18:19;0;mss+20;-37;0;mss+20;*;0;*;*;0;*;*;*;*;*;*;*;
2017;J1820-0427;vlw69;18:20:52.5934;1.0e-04;dgb+19;-04:27:37.712;2.0e-03;dgb+19;-7.31;7.0e-02;dgb+19;15.89;8.0e-02;dgb+19;56000.00;dgb+19;*;*;*;*;
2018;J1820-0509;lfl+06;18:20:22.728;7.0e-03;lfl+06;-05:09:38.5;4.0e-01;lfl+06;*;0;*;*;0;*;53035.00;*;*;*;*;*;
2019;J1820-1346;cl86;18:20:19.759;1.2e-02;hlk+04;-13:46:15.3;1.1e+00;hlk+04;*;0;*;*;0;*;49609.00;hlk+04;*;*;*;*;
2020;J1820-1529;hfs+04;18:20:41.31;2.7e-01;psj+19;-15:29:42.26;1.8e-01;psj+19;*;0;*;*;0;*;55373;psj+19;*;*;*;*;
2021;J1820-1818;jlm+92;18:20:39.087;4.6e-03;hlk+04;-18:18:03.3;6.8e-01;hlk+04;*;0;*;*;0;*;50283.00;hlk+04;*;*;*;*;
2022;J1821+0155;rsm+13;18:21:38.88368;5.0e-05;rsm+13;+01:55:21.993;2.0e-03;rsm+13;*;0;*;*;0;*;55584.00;*;*;*;*;*;
2023;J1821-0256;lfl+06;18:21:10.310;2.0e-02;lfl+06;-02:56:38.6;1.0e+00;lfl+06;*;0;*;*;0;*;53097.00;*;*;*;*;*;
2024;J1821-0331;kek+13;18:21:44.70;3.0e-02;kek+13;-03:31:12.7;1.0e-01;kek+13;*;0;*;*;0;*;55980.90;*;*;*;*;*;
2025;J1821-1419;hfs+04;18:21:34.3;4.0e-01;hfs+04;-14:19:26;3.2e+01;hfs+04;*;0;*;*;0;*;52303.00;*;*;*;*;*;
2026;J1821-1432;kel+09;18:21:39.777;1.5e-02;kel+09;-14:32:53.2;1.9e+00;kel+09;*;0;*;*;0;*;54217.70;*;*;*;*;*;
2027;J1821+1715;rtj+96;18:21:13.503;4.0e-03;clm+05;+17:15:47.06;7.0e-02;clm+05;*;0;*;*;0;*;53064.00;*;*;*;*;*;
2028;J1821+4147;slr+14;18:21:52.345;4.1e-03;lsk+18;+41:47:02.55;3.6e-02;lsk+18;*;0;*;*;0;*;56375.00;*;*;*;*;*;
2029;J1822+02;mss+20;18:22;0;mss+20;+02;0;mss+20;*;0;*;*;0;*;*;*;*;*;*;*;
2030;J1822+0705;fcwa95;18:22:18.44;2.7e-02;hlk+04;+07:05:19.0;1.1e+00;hlk+04;*;0;*;*;0;*;51341.00;hlk+04;*;*;*;*;
2031;J1822-0719;ccb+20;18:22:28.073;1.5e-02;ccb+20;-07:19:55.0;7.0e-01;ccb+20;*;0;*;*;0;*;57700.00;*;*;*;*;*;
2032;J1822-0848;fsk+04;18:22:51.86;8.0e-02;lfl+06;-08:48:59.0;1.1e+00;lfl+06;*;0;*;*;0;*;53115.00;*;BT;lfl+06;He[lfl+06];*;
2033;J1822-0902;ccb+20;18:22:35.745;8.0e-03;ccb+20;-09:02:59.1;5.0e-01;ccb+20;*;0;*;*;0;*;57566.00;*;*;*;*;*;
2034;J1822-0907;hfs+04;18:22:39.80;5.0e-02;hfs+04;-09:07:36;3.0e+00;hfs+04;*;0;*;*;0;*;52267.00;*;*;*;*;*;
2035;J1822+1120;lxf+05;18:22:14.60;1.0e-02;lxf+05;+11:20:56.2;2.0e-01;lxf+05;*;0;*;*;0;*;51602.00;*;*;*;*;*;
2036;J1822-1252;hfs+04;18:22:41.7;3.0e-01;hfs+04;-12:52:49;2.9e+01;hfs+04;*;0;*;*;0;*;51809.00;*;*;*;*;*;
2037;J1822-1400;cl86;18:22:54.042;7.5e-03;hlk+04;-14:00:02.4;5.4e-01;hlk+04;*;0;*;*;0;*;49266.36;hlk+04;*;*;*;*;
2038;J1822-1604;rei+11;18:22:18.00;1.2e-01;pbk11;-16:04:26.8;1.8e+00;pbk11;*;0;*;*;0;*;55761.00;*;*;*;*;*;
2039;J1822-1617;hfs+04;18:22:36.6;3.0e-01;hfs+04;-16:17:35;2.5e+01;hfs+04;*;0;*;*;0;*;51932.00;*;*;*;*;*;
2040;J1822-2256;dls72;18:22:58.95;8.4e-02;hlk+04;-22:56:31;2.9e+01;hlk+04;*;0;*;*;0;*;48740.00;hlk+04;*;*;*;*;
2041;J1822+2617;ccl+21;18:22:44.819;2.0e-03;ccl+21;+26:17:26.83;4.0e-02;ccl+21;*;0;*;*;0;*;58688.00;*;*;*;*;*;
2042;J1822-4209;mld+96;18:22:11.356;3.0e-03;dsb+98;-42:09:10.98;7.0e-02;dsb+98;*;0;*;*;0;*;49015.00;*;*;*;*;*;
2043;J1823-0154;mld+96;18:23:52.146;9.0e-03;hlk+04;-01:54:04.6;3.6e-01;hlk+04;*;0;*;*;0;*;50850.00;hlk+04;*;*;*;*;
2044;J1823+0550;mlt+78;18:23:30.9731;1.1e-03;hlk+04;+05:50:24.31;4.0e-02;hlk+04;5;1.1e+01;hla93;-2;4.0e+00;hla93;48713.00;hlk+04;*;*;*;*;
2045;J1823-1115;cl86;18:23:40.30;3.9e-02;hlk+04;-11:15:11;2.5e+00;hlk+04;*;0;*;*;0;*;49465.00;hlk+04;BT;hlk+04;MS(?)[pv91];*;
2046;J1823-1126;hfs+04;18:23:19.86;1.0e-01;hfs+04;-11:26:04;5.0e+00;hfs+04;*;0;*;*;0;*;52331.00;*;*;*;*;*;
2047;J1823-1347;mhl+02;18:23:24.25;8.0e-02;mhl+02;-13:47:54;9.0e+00;mhl+02;*;0;*;*;0;*;51481.00;*;*;*;*;*;
2048;J1823-1526;hfs+04;18:23:21.42;6.0e-02;hfs+04;-15:26:22;7.0e+00;hfs+04;*;0;*;*;0;*;52267.00;*;*;*;*;*;
2049;J1823-1807;mhl+02;18:23:09.68;7.0e-02;mhl+02;-18:07:33;8.0e+00;mhl+02;*;0;*;*;0;*;51295.00;*;*;*;*;*;
2050;J1823-3021A;bbl+94;18:23:40.48701;3.6e-04;lfrj12;-30:21:40.127;4.4e-02;lfrj12;0.124;2.9e-02;vb21;-6.936;2.9e-02;vb21;55049.00;*;*;*;*;*;
2051;J1823-3021B;bbl+94;18:23:41.5455;2.3e-03;lfrj12;-30:21:40.94;4.7e-01;lfrj12;0.124;2.9e-02;vb21;-6.936;2.9e-02;vb21;55049.00;*;*;*;*;*;
2052;J1823-3021C;cha03;18:23:41.1516;3.6e-03;lfrj12;-30:21:38.45;8.0e-01;lfrj12;0.124;2.9e-02;vb21;-6.936;2.9e-02;vb21;55049.00;*;*;*;*;*;
2053;J1823-3021D;lfrj12;18:23:40.5312;7.1e-03;lfrj12;-30:21:43.66;3.5e-01;lfrj12;0.124;2.9e-02;vb21;-6.936;2.9e-02;vb21;55050.00;*;*;*;*;*;
2054;J1823-3021E;fre08;18:23:38.93;0;rgf+21;-30:22:22.3;0;rgf+21;0.124;2.9e-02;vb21;-6.936;2.9e-02;vb21;54100.00;*;*;*;*;*;
2055;J1823-3021F;fre08;18:23:40.67;0;rgf+21;-30:21:39.9;0;rgf+21;0.124;2.9e-02;vb21;-6.936;2.9e-02;vb21;54100.00;*;*;*;*;*;
2056;J1823-3021G;rgf+21;18:23:40.7213;8.0e-04;rgf+21;-30:21:35.63;5.0e-02;rgf+21;0.124;2.9e-02;vb21;-6.936;2.9e-02;vb21;58700.00;*;DD;rgf+21;CO(?)[rgf+21];*;
2057;J1823-3021H;rgf+21;18:23:40.48;0;rgf+21;-30:21:39.90;0;rgf+21;0.124;2.9e-02;vb21;-6.936;2.9e-02;vb21;*;*;*;*;*;*;
2058;J1823-3106;mlt+78;18:23:46.7883;1.2e-03;hlk+04;-31:06:49.75;1.1e-01;hlk+04;18;4.0e+00;jbv+19;27;1.8e+01;jbv+19;50093.00;hlk+04;*;*;*;*;
2059;J1823-3543;aab+22;18:23:35;0;aab+22;-35:44:42;0;aab+22;*;0;*;*;0;*;*;*;*;*;*;*;
2060;J1824-0127;lfl+06;18:24:53.43;1.0e-02;lbs+20;-01:27:51.4;4.0e-01;lbs+20;*;0;*;*;0;*;57600;lbs+20;*;*;*;*;
2061;J1824-0132;bsb+19;18:24:55.575;9.0e-03;bsb+19;-01:32:24.0;4.0e-01;bsb+19;*;0;*;*;0;*;57658.00;*;*;*;*;*;
2062;J1824-0621;mzl+23;18:24:15.81954;2.0e-05;mzl+23;-06:21:56.7918;1.3e-03;mzl+23;*;0;*;*;0;*;58780.40;*;ELL1;mzl+23;He[mzl+23];*;
2063;J1824+1014;cck+16;18:24:14.932;2.0e-03;drc+21;+10:14:43.82;3.0e-02;drc+21;*;0;*;*;0;*;56925.00;*;DD;drc+21;He[drc+21];*;
2064;J1824-1118;cl86;18:24:29.538;7.3e-03;hlk+04;-11:18:42.6;5.0e-01;hlk+04;*;0;*;*;0;*;49480.00;hlk+04;*;*;*;*;
2065;J1824-1159;mhl+02;18:24:56.151;1.2e-02;mhl+02;-11:59:53.4;1.3e+00;mhl+02;*;0;*;*;0;*;51495.00;*;*;*;*;*;
2066;J1824-1350;ncb+15;18:24:50.181;1.7e-02;ncb+15;-13:50:21.0;1.6e+00;ncb+15;*;0;*;*;0;*;56612.00;*;*;*;*;*;
2067;J1824-1423;mhl+02;18:24:57.387;7.0e-03;mhl+02;-14:23:05.3;1.1e+00;mhl+02;*;0;*;*;0;*;51719.00;*;*;*;*;*;
2068;J1824-1500;hfs+04;18:24:14.10;7.0e-02;hfs+04;-15:00:33;8.0e+00;hfs+04;*;0;*;*;0;*;52265.00;*;*;*;*;*;
2069;J1824-1945;mlt+78;18:24:00.56;1.8e-01;psj+19;-19:46:03.36;3.2e-01;psj+19;12.2;1.0e+00;jbv+19;10;1.4e+01;jbv+19;55291;psj+19;*;*;*;*;
2070;J1824-2233;lfl+06;18:24:10.32;5.0e-02;lfl+06;-22:33:11;1.6e+01;lfl+06;*;0;*;*;0;*;53165.00;*;*;*;*;*;
2071;J1824-2328;lfl+06;18:24:28.64;1.9e-01;lfl+06;-23:28:17;6.1e+01;lfl+06;*;0;*;*;0;*;53111.00;*;*;*;*;*;
2072;J1824-2452A;lbm+87;18:24:32.007904;9.2e-06;rsc+21;-24:52:10.878;2.5e-03;rsc+21;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;55683;rsc+21;*;*;*;*;
2073;J1824-2452B;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;*;*;*;*;
2074;J1824-2452C;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;BT;fre08;*;*;
2075;J1824-2452D;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;BT;fre08;*;*;
2076;J1824-2452E;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;*;*;*;*;
2077;J1824-2452F;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;*;*;*;*;
2078;J1824-2452G;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;BT;fre08;UL[fre08];*;
2079;J1824-2452H;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;BT;fre08;*;*;
2080;J1824-2452I;fre08;18:24:32.53;4.0e-02;pfb+13;-24:52:08.6;6.0e-01;pfb+13;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;56386.00;*;BT;pfb+13;He[pfb+13];*;
2081;J1824-2452J;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;BT;fre08;UL[fre08];*;
2082;J1824-2452K;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;BT;fre08;*;*;
2083;J1824-2452L;fre08;18:24:32.81;0;ng06;-24:52:11.20;0;ng06;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;54100.00;*;BT;fre08;UL[fre08];*;
2084;J1824-2452M;dpr+22;18:24:33.1835;5.0e-04;dpr+22;-24:52:08.2;2.3e+00;dpr+22;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;56450.00;*;ELL1;dpr+22;UL[dpr+22];*;
2085;J1824-2452N;dpr+22;18:24:33.1418;2.0e-04;dpr+22;-24:52:11.89;3.0e-02;dpr+22;-0.278;2.8e-02;vb21;-8.922;2.8e-02;vb21;56450.00;*;ELL1;dpr+22;UL[dpr+22];*;
2086;J1824-2537;ebvb01;18:24:30.587;1.0e-02;jbo+09;-25:37:19;2.0e+00;jbo+09;*;0;*;*;0;*;53000.00;*;*;*;*;*;
2087;J1825+0004;dtws85;18:25:15.324;2.4e-03;hlk+04;+00:04:19.70;1.1e-01;hlk+04;*;0;*;*;0;*;49719.00;hlk+04;*;*;*;*;
2088;J1825-0319;bbb+13;18:25:55.9531;5.0e-04;bbb+13;-03:19:57.570;1.5e-02;bbb+13;*;0;*;*;0;*;55784.00;*;BT;bbb+13;He[bbb+13];*;
2089;J1825-0935;dls72;18:25:30.594;2.0e-03;jbv+19;-09:35:21.2;2.0e-01;jbv+19;-13;1.1e+01;fgml97;-9;5.0e+00;fgml97;57600;jbv+19;*;*;*;*;
2090;J1825-1108;ncb+15;18:25:18.3;2.0e-01;ncb+15;-11:08:54;1.2e+01;ncb+15;*;0;*;*;0;*;56783.00;*;*;*;*;*;
2091;J1825-1446;cl86;18:25:02.96;1.7e-01;psj+19;-14:46:53.77;7.0e-01;psj+19;11.07;1.0e-01;ddb+17;-27.61;1.0e-01;ddb+17;55314;psj+19;*;*;*;*;
2092;J1825-31;bbb+12;18:25:58;0;bbb+12;-31:02:20;0;bbb+12;*;0;*;*;0;*;55561.00;*;*;*;*;*;
2093;J1825-33;bb10;18:26:02;5.0e+01;bb10;-33:21;1.5e+01;bb10;*;0;*;*;0;*;54831.00;*;*;*;*;*;
2094;J1826-1131;cl86;18:26:05.472;1.2e-02;hlk+04;-11:31:43.6;1.1e+00;hlk+04;*;0;*;*;0;*;49464.00;hlk+04;*;*;*;*;
2095;J1826-1256;aaa+09c;18:26:08.53;1.0e-02;rkp+11;-12:56:33.0;5.0e-01;rkp+11;*;0;*;*;0;*;54934.00;*;*;*;*;*;
2096;J1826-1334;cl86;18:26:13.175;3.0e-03;ywml10;-13:34:46.8;1.0e-01;ywml10;23.0;2.5e+00;pkb08;-3.9;3.1e+00;pkb08;52400;ywml10;*;*;*;*;
2097;J1826-1419;mll+06;18:26:42.391;4.0e-03;mlk+09;-14:19:21.6;3.0e-01;mlk+09;*;0;*;*;0;*;54053.00;*;*;*;*;*;
2098;J1826-1526;mhl+02;18:26:12.60;3.0e-02;mhl+02;-15:26:03;5.0e+00;mhl+02;*;0;*;*;0;*;51720.00;*;*;*;*;*;
2099;J1826-2415;bsb+19;18:26:36.0260;9.0e-04;bsb+19;-24:15:54.5;3.0e-01;bsb+19;*;0;*;*;0;*;57054.00;*;*;*;*;*;
2100;J1827-0750;lfl+06;18:27:02.735;6.0e-03;lfl+06;-07:50:19.2;6.0e-01;lfl+06;*;0;*;*;0;*;53223.00;*;*;*;*;*;
2101;J1827-0849;frm+18;18:27:36.4;0;aab+22;-08:49:42;0;aab+22;*;0;*;*;0;*;*;*;*;*;*;*;
2102;J1827-0934;mhl+02;18:27:45.884;1.6e-02;mhl+02;-09:34:16.4;1.3e+00;mhl+02;*;0;*;*;0;*;51491.00;*;*;*;*;*;
2103;J1827-0958;cl86;18:27:05.479;1.2e-02;hlk+04;-09:58:43.1;7.2e-01;hlk+04;*;0;*;*;0;*;49480.00;hlk+04;*;*;*;*;
2104;J1827-1446;cwp+17;18:27:24.60;5.0e-02;cwp+17;-14:46:28;4.0e+00;cwp+17;*;0;*;*;0;*;55716;cwp+17;*;*;*;*;
2105;J1828-0611;hfs+04;18:28:20.715;6.0e-03;hfs+04;-06:11:51.5;4.0e-01;hfs+04;*;0;*;*;0;*;52045.00;*;*;*;*;*;
2106;J1828+0625;rb13;18:28:28.9547;2.0e-04;brf+22;+06:25:09.782;5.0e-03;brf+22;-15.3;1.1e+00;brf+22;-5.8;1.5e+00;brf+22;57496.00;*;DDH;brf+22;He(?)[brf+22];*;
2107;J1828-1007;hfs+04;18:28:30.356;1.5e-02;hfs+04;-10:07:10.1;1.0e+00;hfs+04;*;0;*;*;0;*;51837.00;*;*;*;*;*;
2108;J1828-1057;hfs+04;18:28:33.24;1.0e-01;psj+19;-10:57:26.9;7.0e-01;psj+19;*;0;*;*;0;*;55334;psj+19;*;*;*;*;
2109;J1828-1101;mhl+02;18:28:18.8;1.3e+00;psj+19;-11:01:50.83;4.8e-01;psj+19;*;0;*;*;0;*;55356;psj+19;*;*;*;*;
2110;J1828+1221;sfj+20;18:28:22.161;9.0e-03;sfj+20;+12:21:20.9;2.0e-01;sfj+20;*;0;*;*;0;*;57734;sfj+20;*;*;*;*;
2111;J1828-1336;mhl+02;18:28:42.85;4.0e-02;mhl+02;-13:36:45;5.0e+00;mhl+02;*;0;*;*;0;*;51495.00;*;*;*;*;*;
2112;J1828+1359;naf03;18:28:53.338;2.0e-03;naf03;+13:59:35.36;1.3e-01;naf03;*;0;*;*;0;*;51500.00;*;*;*;*;*;
2113;J1828-2119;lfl+06;18:28:21.56;5.0e-02;lfl+06;-21:19:56;1.1e+01;lfl+06;*;0;*;*;0;*;53035.00;*;*;*;*;*;
2114;J1829+0000;lfl+06;18:29:47.14;3.0e-02;lfl+06;+00:00:08.5;1.1e+00;lfl+06;*;0;*;*;0;*;53112.00;*;*;*;*;*;
2115;J1829-0734;kbm+03;18:29:05.37;4.0e-02;kbm+03;-07:34:22;3.0e+00;kbm+03;*;0;*;*;0;*;51947.00;*;*;*;*;*;
2116;J1829-1011;ncb+15;18:29:06.06;4.0e-02;ncb+15;-10:11:25;4.0e+00;ncb+15;*;0;*;*;0;*;56755.00;*;*;*;*;*;
2117;J1829-1751;dls72;18:29:43.137;2.0e-03;hlk+04;-17:51:03.9;2.9e-01;hlk+04;22;1.3e+01;zhw+05;-150;1.3e+02;zhw+05;49878.00;hlk+04;*;*;*;*;
2118;J1829+2456;clm+04;18:29:34.6668;2.0e-04;clm+05;+24:56:18.193;3.0e-03;clm+05;*;0;*;*;0;*;52887.00;*;BT;clm+05;NS[clm+04];*;
2119;J1829+25;mss+20;18:29;0.0e+00;mss+20;+25;0.0e+00;mss+20;*;0;*;*;0;*;*;*;*;*;*;*;
2120;J1830-0052;lfl+06;18:30:30.70;5.0e-02;lfl+06;-00:52:54.0;1.5e+00;lfl+06;*;0;*;*;0;*;53276.00;*;*;*;*;*;
2121;J1830-0131;lfl+06;18:30:19.612;1.2e-02;lfl+06;-01:31:48.1;6.0e-01;lfl+06;*;0;*;*;0;*;53095.00;*;*;*;*;*;
2122;J1830-10;ncb+15;18:30:06;3.0e+01;ncb+15;-10:39;7.0e+00;ncb+15;*;0;*;*;0;*;56657.00;*;*;*;*;*;
2123;J1830-1059;cjlm87;18:30:47.51;1.0e-01;psj+19;-10:59:26.52;8.1e-01;psj+19;*;0;*;*;0;*;55372;psj+19;*;*;*;*;
2124;J1830-1135;mhl+02;18:30:01.72;6.0e-02;mhl+02;-11:35:32;6.0e+00;mhl+02;*;0;*;*;0;*;51563.00;*;*;*;*;*;
2125;J1830-1313;kel+09;18:30:41.98;2.0e-02;kel+09;-13:13:16.2;4.5e+00;kel+09;*;0;*;*;0;*;54211.70;*;*;*;*;*;
2126;J1830-1414;lfl+06;18:30:00.35;4.0e-02;lfl+06;-14:14:37;4.0e+00;lfl+06;*;0;*;*;0;*;52265.00;*;*;*;*;*;
2127;J1831-04;ccb+20;18:31:00;3.0e+01;ccb+20;-04:29;7.0e+00;ccb+20;*;0;*;*;0;*;*;*;*;*;*;*;
2128;J1831-0823;hfs+04;18:31:36.334;8.0e-03;hfs+04;-08:23:23.9;5.0e-01;hfs+04;*;0;*;*;0;*;51763.00;*;*;*;*;*;
2129;J1831-0952;lfl+06;18:31:34.304;1.6e-02;lfl+06;-09:52:01.7;1.1e+00;lfl+06;*;0;*;*;0;*;52412.00;*;*;*;*;*;
2130;J1831-1223;mhl+02;18:31:12.83;1.0e-01;mhl+02;-12:23:31;1.1e+01;mhl+02;*;0;*;*;0;*;51704.00;*;*;*;*;*;
2131;J1831-1329;mhl+02;18:31:55.96;6.0e-02;mhl+02;-13:29:56;8.0e+00;mhl+02;*;0;*;*;0;*;51494.00;*;*;*;*;*;
2132;J1831-1423;hfs+04;18:31:29.10;3.0e-02;hfs+04;-14:23:46;4.0e+00;hfs+04;*;0;*;*;0;*;52109.00;*;*;*;*;*;
2133;J1832+0029;lfl+06;18:32:50.7;3.0e-01;lfl+06;+00:29:27;1.8e+01;lfl+06;*;0;*;*;0;*;57203.00;*;*;*;*;*;
2134;J1832-0644;mhl+02;18:32:42.67;5.0e-02;mhl+02;-06:44:01.8;2.8e+00;mhl+02;*;0;*;*;0;*;51489.00;*;*;*;*;*;
2135;J1832-0827;cl86;18:32:37.013;2.0e-03;psj+19;-08:27:03.7;1.2e+00;psj+19;-4;4.0e+00;hlk+04;20;1.5e+01;hlk+04;55397;psj+19;*;*;*;*;
2136;J1832-0836;bbb+13;18:32:27.592488;2.4e-06;aab+21a;-08:36:55.03357;1.4e-04;aab+21a;-7.99;3.1e-02;*;-21.46;1.2e-01;*;57138.00;aab+21a;*;*;*;*;
2137;J1832-1021;cl86;18:32:40.866;2.0e-03;hlk+04;-10:21:32.78;1.4e-01;hlk+04;*;0;*;*;0;*;49459.00;hlk+04;*;*;*;*;
2138;J1832+27;ttk+17;18:32:10;0;ttk+17;+27:58;0;ttk+17;*;0;*;*;0;*;*;*;*;*;*;*;
2139;J1832-28;ebvb01;18:32:30;2.0e+01;ebvb01;-28:43;5.0e+00;ebvb01;*;0;*;*;0;*;51064.30;*;*;*;*;*;
2140;J1833-0209;ncb+15;18:33:05.411;8.0e-03;ncb+15;-02:09:16.4;3.0e-01;ncb+15;*;0;*;*;0;*;56614.00;*;*;*;*;*;
2141;J1833-0338;dls72;18:33:41.8945;1.0e-04;dgb+19;-03:39:04.258;1.0e-03;dgb+19;-17.34;9.0e-02;dgb+19;15.0;3.0e-01;dgb+19;56000.00;dgb+19;*;*;*;*;
2142;J1833-0556;hfs+04;18:33:38.88;1.6e-01;hfs+04;-05:56:05;9.0e+00;hfs+04;*;0;*;*;0;*;52166.00;*;*;*;*;*;
2143;J1833-0559;mhl+02;18:33:07.60;5.0e-02;mhl+02;-05:59:25;5.0e+00;mhl+02;*;0;*;*;0;*;51719.00;*;*;*;*;*;
2144;J1833-0827;cl86;18:33:40.268;3.0e-03;psj+19;-08:27:31.6;1.8e+00;psj+19;-33;5.2e+00;*;1.8;1.0e+01;*;55402;psj+19;*;*;*;*;
2145;J1833-0831;gcl+10;18:33:44.37;3.0e-02;gcl+10;-08:31:07.7;4.0e-01;gcl+10;*;0;*;*;0;*;55274.00;*;*;*;*;*;
2146;J1833-1034;gmga05;18:33:33.57;2.0e-02;crg+06;-10:34:07.5;3.0e-01;crg+06;*;0;*;*;0;*;54575.00;*;*;*;*;*;
2147;J1833-1055;mhl+02;18:33:58.40;3.0e-02;mhl+02;-10:55:31;3.0e+00;mhl+02;*;0;*;*;0;*;51360.00;*;*;*;*;*;
2148;J1833-3840;ckr+15;18:33:04.6;0;aab+22;-38:40:46;0;aab+22;*;0;*;*;0;*;*;*;*;*;*;*;
